"date","ET0","RAD","TMX","TMA","TMN","HMX","HMN","PRE","WIN"
2018-06-16,1.45,8.87,8.62,5.23,2.56,102,64,3.69,0.57
2018-06-23,1.27,7.61,6.94,3.86,2.02,108.42,64.79,3.95,0.63
2018-06-30,1.34,16.04,5.56,0.65,-3.75,77,39.76,1.49,0.94
2018-07-07,1.18,8.51,6.18,3.17,0.88,94.56,59.09,4.17,0.89
2018-07-14,1.61,13.93,10.31,5.46,1.73,92.27,46.16,2.66,0.7
2018-07-21,1.52,8.23,9.79,5.26,2.23,98.44,56.93,4.3,0.81
2018-07-28,2.3,19.09,16.83,10.79,6.29,74.15,30.56,1.59,0.98
2018-08-04,1.98,11.45,14.12,8.67,4.96,95.35,46.14,2.16,0.81
2018-08-11,1.79,11.27,11.46,6.79,2.55,90.39,44.89,2.43,0.84
2018-08-18,1.55,8.97,10.89,6.17,3.18,93.26,52.52,2.51,0.69
2018-08-25,1.35,8.69,8.45,3.8,0.94,94.18,55.84,3.47,0.55
2018-09-01,1.61,10.34,10.79,6.24,2.68,94.26,50.38,3.01,0.67
2018-09-08,1.87,10.09,12.61,7.65,3.85,95.28,54.34,3.02,0.8
2018-09-15,2,12.04,12.96,6.98,3.01,91.37,40.24,2,0.81
2018-09-22,1.72,13.26,10.53,4.99,0.71,83.71,39.21,2.15,0.8
2018-09-29,1.76,16.2,9.98,4.51,-0.33,81.71,37.51,2.72,0.88
2018-10-06,1.63,14.25,9,3.85,-0.99,72.99,36.81,0.11,0.95
2018-10-13,1.36,8.99,8.94,3.96,0.93,85.54,52.34,3.68,0.74
2018-10-20,1.64,13.88,10.28,5.03,1.09,87.81,46.26,3.12,0.78
2018-10-27,1.48,11.21,9.74,4.58,1.29,87.3,45.95,3.42,0.68
2018-11-03,1.96,16.51,12.27,6.91,2.5,87.16,35.53,0.2,0.92
2018-11-10,2.3,16.66,15.31,8.81,4.55,87.61,33.55,2.56,0.85
2018-11-17,1.78,10.04,11.72,6.67,2.82,92.67,50.61,2.47,0.76
2018-11-24,1.76,14.07,11.33,5.78,1.81,87.65,41.48,2.26,0.88
2018-12-01,1.68,10.24,9.88,3.99,-0.06,90.13,49,4.23,0.89
2018-12-08,1.48,11.4,9.03,4.24,0.62,85.17,51.25,3.32,0.75
2018-12-15,1.56,10.02,10.07,5.4,1.86,91.67,49.7,2.05,0.59
2018-12-22,1.92,14.55,13.71,8.39,4.35,88.67,38.56,2.38,0.77
2018-12-29,1.87,13.06,14.23,8.91,5.14,92.02,44.87,1.8,0.79
2019-01-05,1.89,17.62,12.08,5.64,0.12,75.03,24.99,2.52,0.97
2019-01-12,1.74,14.29,10.82,4.74,0.14,83.41,31.02,2.14,0.77
2019-01-19,1.87,13.14,13.8,7.54,3.22,89.82,39.19,0.64,0.62
2019-01-26,1.83,12.91,13.73,7.87,3.3,86.48,36.41,0.48,0.83
2019-02-02,1.75,12.24,11.94,7.01,2.11,77.46,37.33,4.79,1.44
2019-02-09,1.52,9.14,8.62,4.51,1.37,101.77,65.08,4.97,0.87
2019-02-16,1.52,10.61,10.34,7.02,4.03,99.33,70.96,2.55,0.57
2019-02-23,1.67,14.08,11.21,5.58,1.66,88.7,37.84,0.01,0.75
2019-03-02,1.56,11.69,8.87,3.76,0.44,100.12,55.41,3.18,0.58
2019-03-09,1.63,13.23,9.97,4.63,0.4,77.3,27.99,0.12,0.83
2019-03-16,1.68,13.28,12.4,6.57,2.57,103.73,38.24,3.11,0.83
2019-03-23,1.5,13.24,5.32,0.44,-3.47,78.04,37.38,1.34,0.92
2019-03-30,1.67,13.04,12,5.88,2.19,85.96,39.87,2.61,0.81
2019-04-06,1.72,13.14,13.85,7.94,3.24,64.34,22.54,2.09,1.2
2019-04-13,1.65,12.51,12.05,8,3.69,78.55,51.04,2.13,1.07
2019-04-20,1.65,12.74,10.15,4.49,-0.34,76.98,32.22,1.36,1.45
2019-04-27,1.56,12.52,8.13,3.4,-0.71,82.82,30.72,1.99,1.37
2019-05-04,1.54,13.61,8.3,3.84,0.4,86.88,43.58,1.69,0.84
2019-05-11,1.56,11.68,7.54,2.59,-1.97,90.99,42.95,2.97,0.67
2019-05-18,1.44,8.71,6.02,2.38,-0.82,100.65,66.92,5.11,0.39
2019-05-25,1.68,13.25,12.63,6.3,2.56,89.12,37.38,1.8,0.72
2019-06-01,1.97,15.82,17.92,10.44,6.37,55.23,27.9,1.09,0.71
2019-06-08,1.92,16.52,16.07,9.92,5.66,62.05,24.09,0.81,0.79
2019-06-15,1.96,13.97,16.21,10.38,5.78,67.7,29.13,1.3,0.75
2019-06-22,1.7,12.68,11.88,7.48,3.76,92.86,43.57,2.76,1.01
2019-06-29,1.6,12.33,9.43,4.72,0.35,90.14,37.93,2.94,1.03
2019-07-06,2.04,17.25,14.45,7.67,2.05,57,23.76,0.8,0.7
2019-07-13,1.89,17.81,12.88,6.08,1,58.56,21.24,0.44,0.8
2019-07-20,1.3,6.26,8.16,4.52,2.41,100.12,67.01,4.69,0.54
2019-07-27,1.32,8.29,8.43,4.23,1.87,96.72,55.21,3.4,0.44
2019-08-03,1.98,17.32,13.26,7.03,2.46,80.86,29.99,0.16,0.55
2019-08-10,1.13,7.92,6.35,2.36,-0.29,95.35,63.57,4.02,0.71
2019-08-17,1.37,14.9,6.69,1.58,-2.46,81.05,36.92,3.17,0.6
2019-08-24,1.04,9.83,5.23,0.72,-2.54,86.69,47.95,3.03,0.79
2019-08-31,0.99,8.92,5.16,1.4,-1.59,84.6,54.56,2.98,0.41
2019-09-07,1.37,10.36,8.5,3.82,0.46,86.41,45.52,2.74,0.34
2019-09-14,1.87,15.88,10.61,5.23,0.35,78.85,38.62,2.74,0.64
2019-09-21,2.17,17.7,13.5,7.77,2.94,88.94,34.24,1.75,0.86
2019-09-28,2.07,17,12.7,7.32,2.61,84.86,34.35,1.72,1.07
2019-10-05,1.57,10.5,9.86,4.97,1.2,92.57,49.37,3.1,0.4
2019-10-12,2.67,17.01,17.12,10.87,6.01,79.85,30.38,2.22,0.95
2019-10-19,2.09,13.64,12.76,6.58,1.95,84.4,34.05,2.6,1.24
2019-10-26,1.48,10.92,8.56,3.07,-0.91,87.09,36.54,2.18,0.96
2019-11-02,1.74,13.67,10.43,5,0.73,91.73,42.95,3.01,1.01
2019-11-09,1.86,11.36,12.58,7.03,3.42,90.87,47.53,3.87,1.05
2019-11-16,1.58,12.33,9.59,4.61,0.68,89.61,43.69,2.94,1.08
2019-11-23,1.67,10.83,11.49,7,3.42,92.67,54.75,2.56,1.12
2019-11-30,1.59,15.37,9.4,4.45,0.35,89.65,42.62,1.8,1.24
2019-12-07,1.36,7.88,9.85,5.33,2.87,90.13,54.14,3.07,1.2
2019-12-14,1.61,9.76,11.41,6.89,3.75,87.17,48.68,2.28,0.95
2019-12-21,1.34,11.67,7.57,3.18,-0.08,87.24,46.55,3.64,1.14
2019-12-28,1.91,17.04,12.64,6.91,2.24,84.82,37.99,-0.37,1.15
2020-01-04,1.68,13.69,10.76,5.6,1.57,90.73,40.58,2.61,1.21
2020-01-11,1.7,12.03,11.15,6.2,2.22,91.46,49.7,2.38,1.11
2020-01-18,1.62,13.82,8.91,3.35,-0.92,85.55,30.59,2.51,1.38
2020-01-25,1.67,14.87,10.73,5.35,1.05,93.82,43.9,2.87,1.22
2020-02-01,1.53,10.09,10.77,7.04,4.13,97.34,67.84,3.62,1.16
2020-02-08,1.79,13.76,14.48,9.01,5.23,85.46,38.9,1.58,0.94
2020-02-15,1.42,10.27,7.87,4.58,1.92,101.77,76.51,3.85,0.87
2020-02-22,1.44,10.77,5.91,2.21,-1.45,96.9,62.53,3.9,0.92
2020-02-29,1.44,8.96,5.84,2.03,-1.24,104.27,73.27,5.52,0.98
2020-03-07,1.5,10.87,8.91,5.42,2.88,103.98,72.41,4.28,0.78
2020-03-14,1.64,12.74,11.15,5.7,1.57,93.79,45.11,2.48,1.05
2020-03-21,1.71,14.07,12.71,5.56,1.17,66.87,24.67,0.47,0.98
2020-03-28,1.61,12.47,9.61,4.71,-0.04,84.04,38.5,2.48,1.09
2020-04-04,1.53,10.87,10.43,8.18,5.23,109.39,80.44,5.25,1.37
2020-04-11,1.66,13.51,11.68,5.57,1.31,77.05,28.11,1.23,1.31
2020-04-18,1.75,13.74,16.15,10.6,7.59,66.55,34.04,2.13,1.17
2020-04-25,1.75,13.43,15.31,8.65,4.74,62.12,26.08,0.89,1.09
2020-05-02,1.75,13.65,14.03,6.95,2.59,62.53,26.87,0.66,0.81
2020-05-09,1.66,13.56,11.7,5.82,1.49,74.59,34.43,1.35,1.06
2020-05-16,1.73,12.91,14.99,8.88,5.86,84.85,34.95,2.48,0.93
2020-05-23,1.83,14.09,15.76,9.53,5.08,84.51,35.49,2.26,1.67
2020-05-30,1.71,14.44,12.37,6.85,2.47,76.69,28.09,0.75,1.45
2020-06-06,1.73,13.9,12.32,7.34,3.47,89.38,36.19,1.56,1.15
2020-06-13,1.91,14.1,14.33,8.72,3.39,81.19,33.95,1.4,1.43
2020-06-20,1.44,9.37,6.89,4.01,0.8,94.7,48.13,4.24,1.45
2020-06-27,1.56,12.69,9.01,3.83,-0.04,90.28,39.85,2.82,1.03
2020-07-04,1.75,14.06,12.05,6.74,2.41,85.91,41.48,2.47,0.88
2020-07-11,1.73,14.5,11.19,5.96,1.29,85,35.48,2.9,0.97
2020-07-18,1.35,9.82,5.7,1.18,-3.43,84.42,45.24,3.53,1.13
2020-07-25,1.83,19.58,11.53,4.92,-0.57,66.41,28.01,-0.12,1.02
2020-08-01,2.14,18.98,14.79,8.71,3.64,62.58,23.21,0.25,1.16
2020-08-08,2.1,13.37,14.49,8.52,3.6,80.72,37.84,1.68,0.95
2020-08-15,1.84,14.94,11.97,6.46,2,77.92,35.57,1.57,1.07
2020-08-22,1.67,14.74,9.88,4.36,-0.1,88.91,37.49,2.88,1.2
2020-08-29,1.75,13.95,11.4,6.29,2.23,86.69,42.09,2.66,1.32
2020-09-05,1.56,9.28,11.41,6.85,4.04,93.6,59.27,3.46,1.17
2020-09-12,1.91,18.7,11.1,5.86,0.82,73.12,30.95,2.25,1.51
2020-09-19,1.7,17.18,9.63,4.03,-0.78,74.56,29.62,-0.29,1.17
2020-09-26,1.03,7.5,6.83,3.07,0.18,89.51,60.96,3.95,1.26
2020-10-03,1.22,10.61,7.58,3,-0.15,89.57,48.35,2.16,1
2020-10-10,1.18,12.04,7.26,2.87,-0.29,80.57,49.8,2.43,1.07
2020-10-17,1.22,9.17,9.39,5.25,2.94,92.42,57.24,2.77,1.05
2020-10-24,1.83,15.09,11.23,5.51,1.05,90.26,43.05,3.15,1.01
2020-10-31,1.7,14.57,10.6,5.5,1.54,90.38,50.97,2.74,1.1
2020-11-07,1.47,12.75,8.5,3.54,-0.44,86.44,46.09,2.26,1.03
2020-11-14,1.73,11.91,10.31,5.45,1.07,91.3,48.67,3.78,1.06
2020-11-21,1.84,12.2,11.4,6.18,2.08,91.18,44.83,3.7,1.15
2020-11-28,2.19,17.38,13.93,7.46,2.72,85.81,36.9,2.13,1.12
2020-12-05,1.54,10.92,10.67,5.92,2.62,90.22,50.34,2.28,1.05
2020-12-12,1.95,15.33,12.15,6.24,1.61,89.99,44.29,3.08,1.16
2020-12-19,1.28,8.81,8.35,4.62,1.69,91.17,58.11,4.12,1.21
2020-12-26,1.61,13.36,10.49,5.81,2.08,90.81,51.41,1.82,1.28
2021-01-02,1.98,15.62,14.7,9.31,5.5,90.39,43.71,-0.04,1.07
2021-01-09,1.78,12.33,13.3,8.21,4.79,88.87,48.3,2.42,0.93
2021-01-16,1.26,7.1,5.92,2.51,-0.99,87.18,57.85,4.22,1.16
2021-01-23,1.34,9.07,6.47,2.87,-0.51,90.98,68.07,3.9,1.94
2021-01-30,1.54,13.81,7.53,2.45,-1.87,86.68,39.33,4.31,1.29
2021-02-06,1.47,13.26,7.54,2.08,-1.34,89.05,40.98,2.66,1.03
2021-02-13,1.52,11.36,8.68,4.37,1.21,96.89,58.75,4.24,1.24
2021-02-20,1.8,14.73,14.89,8.88,4.75,70.63,28.94,-0.28,1.22
2021-02-27,1.84,15.49,15.7,9.32,5.48,73.75,28.39,-0.4,0.98
2021-03-06,1.71,14.64,12.62,6.4,2.23,80.56,36.41,1.61,0.95
2021-03-13,1.74,14.86,13.07,6.93,1.27,72.83,26.27,1.97,1.19
2021-03-20,1.66,14.23,11.88,6.33,2.71,66.45,25.85,0.12,1.06
2021-03-27,1.46,9.9,6.67,3.83,1.2,105.87,83.39,6.08,1.41
2021-04-03,1.63,12.44,10.88,4.63,1.12,102.33,69.21,3.08,0.91
2021-04-10,1.64,12.7,12.91,8.05,4.65,101.39,58.72,1.97,0.97
2021-04-17,1.54,11.93,7.58,3.11,-0.7,99.77,52.25,4.13,1.07
2021-04-24,1.55,12.93,8.7,1.9,-1.41,98.55,48.54,2.13,0.77
2021-05-01,1.53,12.03,7.28,2.86,-0.6,102.83,62.51,4.74,0.55
2021-05-08,1.49,13.38,5.71,0.47,-3.41,73.96,34.29,1.45,1.47
2021-05-15,1.57,13.17,8.49,3.15,-1.35,83.02,42.86,2.51,1.23
2021-05-22,1.54,10.71,7.81,3.38,-0.7,91.85,52.95,4.92,1.17
2021-05-29,1.73,12.71,12.99,7.45,3.59,104.08,50.49,2.84,1
2021-06-05,1.61,9.7,10.8,6.31,2.9,100.98,61.38,4.34,0.73
2021-06-12,1.63,14.7,10.16,3.29,-1.64,78.52,31.05,1.09,1.22
2021-06-19,2.06,17.13,19.09,10.49,6.23,69.62,28.66,0.81,0.97
2021-06-26,2.02,14.92,17.25,9.91,5.5,58.99,25.13,0.34,0.88
2021-07-03,1.66,14.78,10.82,4.75,0.73,83.28,32.28,0.31,0.94
2021-07-10,1.31,10.78,5.27,1.32,-2.47,83.28,36.65,2.86,1.36
2021-07-17,1.43,16.24,6.4,0.73,-4.62,61.53,33.21,0.8,1.24
2021-07-24,2.11,16.83,15.83,9.64,5.06,77.37,28.07,0.44,1.01
2021-07-31,1.5,16.62,7.34,2.29,-2.81,66.98,25.73,0.67,1.43
2021-08-07,1.15,9.18,4.99,0.46,-3.24,88.44,54.21,3.45,1.06
2021-08-14,1.37,14.47,6.85,1.8,-2.54,83.72,34.25,1.38,1.08
2021-08-21,1.68,14.19,10.47,5.19,1.16,85.15,34.94,1.73,1.07
2021-08-28,1.58,13.06,8.75,3.42,-1.11,91.05,43.63,2.67,1.36
2021-09-04,1.58,12.67,9.37,4.09,-0.22,90.4,43.95,3.11,1.21
2021-09-11,1.26,12.71,7.25,2.69,-0.66,88.46,43.41,2.71,1.27
2021-09-18,1.05,9.42,5.65,1.26,-1.95,90.98,51.81,3.11,1.3
2021-09-25,1.85,17.53,10.58,4.46,-0.65,86.99,34.91,0.29,1.1
2021-10-02,1.54,8.77,10.01,5.3,1.84,90.57,50.7,2.67,0.83
2021-10-09,2.22,17.4,13.82,8.43,3.65,89.67,42.21,0.72,1.16
2021-10-16,1.9,12.6,12.61,7.64,3.8,91.85,49.23,2.92,1.31
2021-10-23,1.74,10.78,10.22,4.7,0.24,89.71,45.95,2.27,1.35
2021-10-30,1.79,12.97,10.53,5.37,0.73,88.68,45.91,3.24,1.16
2021-11-06,1.5,9.43,8.95,4.1,0.16,90.38,53.4,3.42,0.99
2021-11-13,1.63,10.29,10.36,5.61,1.72,82.87,46.81,2.94,1.08
2021-11-20,1.53,11.67,9.94,5.17,1.55,91.3,57.1,3.19,0.98
2021-11-27,1.05,6.38,5.94,2.09,-1.07,91.18,66.83,3.83,1.05
2021-12-04,1.85,14.85,11.61,6.47,2.05,91.38,43.47,0.77,1.27
2021-12-11,2.05,12.87,12.63,7.13,2.14,85.47,38.37,1.63,0.94
2021-12-18,1.55,12.65,9.42,4.36,0.61,90.13,43.43,2.91,0.73
2021-12-25,1.46,12.36,7.36,2.16,-2.1,85.88,37.68,0.61,0.52
2022-01-01,1.77,13.29,11.36,5.9,1.76,91.1,40.84,1.84,0.87
2022-01-08,1.65,10.42,11.68,7.14,3.74,91.39,48.85,2.03,0.8
2022-01-15,1.68,13.88,10.93,5.68,2.11,87.45,38.3,2.67,1.06
2022-01-22,1.83,12.67,12.99,8.01,3.87,88.75,39.7,2.05,1.03
2022-01-29,1.47,8.93,8.91,5.08,1.87,87.55,51.3,3.48,1.3
2022-02-05,1.63,14.98,8.7,2.68,-2.12,70.11,23.9,0.64,1.22
2022-02-12,1.7,13.74,11.64,6.21,1.96,80.2,35.55,0.32,1.08
2022-02-19,1.75,15.86,11.75,5.37,0.85,69.03,20.04,0.01,1.08
2022-02-26,1.53,12.26,7.25,2.76,-1,87.77,54.6,4.27,0.79
2022-03-05,1.68,15.57,11.13,5.27,0.61,80.33,32.82,-0.4,1.2
2022-03-12,1.61,11.6,11.54,7.4,4.16,99.99,55.98,2.8,0.7
2022-03-19,1.69,14.04,12.47,7.31,3.32,75.69,31.7,0.43,0.92
2022-03-26,1.53,11.13,7.23,3.16,-0.6,101.92,58.54,3.58,0.99
2022-04-02,1.5,12.69,5,0.14,-4,91.02,38.24,3.71,0.96
2022-04-09,1.66,13.14,12.41,6.95,2.86,81.47,40.07,1.34,0.9
2022-04-16,1.67,13.14,12.82,5.4,1.71,72.33,32.61,1.38,0.66
2022-04-23,1.69,13.47,13.55,7.94,4.39,97.05,47.25,1.61,1.26
2022-04-30,1.95,13.02,22.45,16.7,11.89,64.55,26.04,2.13,1.47
2022-05-07,1.67,12.87,13.02,8.35,4.26,76.12,41.65,3.96,0.98
2022-05-14,1.6,13.35,9.57,4.3,0.19,59.39,30.44,0.66,0.89
2022-05-21,1.73,14.25,14.02,7.58,3.28,68.74,28.43,0.66,1
2022-05-28,1.74,14.21,14.67,8.98,4.65,62.56,29.23,0.91,1.27
2022-06-04,1.7,13.88,12.58,7.69,3.45,78.79,30.92,1.07,1.77
2022-06-11,1.78,14.04,13.27,8.01,3.17,75.27,26.52,2.24,1.22
2022-06-18,1.67,12.16,11.14,6.04,1.77,91.23,42.9,4.09,0.98
2022-06-25,1.71,13.83,11.97,7.32,3.94,80.62,32.23,2.15,1.46
2022-07-02,1.7,17.06,10.29,3.81,-1.78,57.56,20.7,0.34,1.14
2022-07-09,1.69,17.88,10.48,3.46,-1.81,71.71,23.43,0.31,0.83
2022-07-16,1.64,10.81,10.53,5.13,0.9,88.28,43.93,0.86,0.84
2022-07-23,1.86,15.71,12.88,6.62,1.93,57.29,26.05,0.8,0.98
2022-07-30,1.79,13.59,12.37,7.03,2.99,71.11,38.24,3.57,0.92
2022-08-06,1.58,10.95,8.73,3.54,-0.94,97.7,48.58,3.1,0.99
2022-08-13,2.02,15.56,12.57,6.34,0.61,77.15,34.64,1.58,0.92
2022-08-20,1.65,13.62,9.83,4.73,0.06,77.15,38.99,1.19,1.01
2022-08-27,1.47,12.86,8.56,3.49,-0.32,85.07,51.57,3.92,0.7
2022-09-03,1.23,2.58,6.74,3.43,-0.17,93.19,56.49,2.06,0.26
